Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,Own,vGrade,pGrade,Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Actual Ownership,Score,Val
Ricky Rubio,,,PG,MIN,@ MIA,9th,110.00,4900,11.2,45.7,24.9,6.5,0.96,34.58,10.65,9.86,7.1,15.9,7.1,25.9,24.00,0%,C,C,22.13,22.13,100,,60,4.5,Y,33,,36.25,7.4
Jalen Brunson,,,PG/SG,DAL,vs CLE,3rd,113.50,4900,9.7,40.9,23.0,3.4,0.92,33.07,9.89,8.91,6.73,20.5,9.2,25.1,24.50,0%,D,D,21.9,21.9,100,,61,4.5,,27,,21.50,4.4
Reggie Bullock,,,SG/SF,NYK,@ PHX,18th,105.50,4900,12.8,38.6,19.8,1.5,0.69,24.62,7.40,7.38,7.09,14.7,8.4,28.9,34.50,0%,C,C,22.23,22.23,100,,63,4.5,Y,38,,20.75,4.2
Keldon Johnson,,,PF,SAS,@ SAC,5th,113.75,4900,11.9,48.6,25.3,1.8,0.87,31.44,9.92,10.51,8.13,18.9,10.3,29.0,29.50,0%,B,C,25.7,25.7,100,,58,5.2,Y,27,,25.25,5.2
Dwayne Bacon,,,SG/SF,ORL,@ CHA,29th,103.50,4800,8.7,37.2,18.0,1.2,0.70,25.11,10.25,8.14,8.4,19.5,10.0,25.8,29.50,0%,C,C,23.67,23.67,100,,55,4.9,Y,34,,37.00,7.7
Brook Lopez,,,C,MIL,vs HOU,25th,125.00,4800,15.8,42.7,23.6,0.8,0.87,31.15,9.05,7.68,6.47,16.7,9.0,27.2,25.75,0%,B,C,24.09,24.09,100,,67,5,Y,24,,38.25,8
PJ Dozier,,,SG,DEN,@ UTA,23rd,105.50,4800,0,15.6,17.2,1.8,0.79,28.41,12.10,7.81,0,17.2,7.1,21.8,0.00,0%,,,0,0,100,,55,0,,,,,
Terence Davis,,,SG/SF,SAC,vs SAS,13th,109.75,4800,8.3,40.5,14.2,1.2,0.87,31.40,13.61,9.21,9.17,21.2,6.7,16.3,24.25,0%,B,C,24.04,24.04,100,,35,5,,33,,35.75,7.4
Michael Carter-Williams,,,PG,ORL,@ CHA,19th,103.50,4700,0,18.7,22.5,4.1,0.87,31.39,10.52,9.36,0,20.3,8.7,25.8,0.00,0%,,,0,0,100,,58,0,,,,,
KJ Martin Jr.,,,PF,HOU,@ MIL,27th,108.00,4700,21.6,57.8,18.1,0.7,0.84,30.22,13.46,10.34,15.33,14.7,5.9,21.6,41.00,0%,A,B,39.45,39.45,100,,43,8.4,Y,39,,47.25,10.1
Josh Richardson,,,SG,DAL,vs CLE,1st,113.50,4700,11.1,38.2,23.2,2.7,0.74,26.76,7.60,7.74,5.86,18.2,10.5,31.2,27.75,0%,C,C,22.03,22.03,100,,67,4.7,Y,28,,37.25,7.9
Trevor Ariza,,,PF,MIA,vs MIN,2nd,118.00,4600,7.3,43.1,21.4,1.8,0.79,28.26,10.09,10.22,7.99,15.5,7.7,27.2,28.50,0%,B,C,23.35,23.35,100,,52,5.1,Y,31,,20.00,4.3
Furkan Korkmaz,,,SG/SF,PHI,vs NOP,9th,117.25,4500,0,17.6,16.7,1.4,0.87,31.26,12.45,8.82,0,21.1,7.7,19.2,0.00,0%,,,0,0,100,,47,0,,,,,
Lauri Markkanen,,,PF/C,CHI,vs BOS,14th,111.00,4500,4.6,37.6,24.1,0.9,0.92,33.08,9.50,9.43,5.34,20.2,10.6,26.3,20.25,0%,E,D,17.69,17.69,100,,61,3.9,,14,,11.00,2.4
Otto Porter,,,SF,ORL,@ CHA,28th,103.50,4500,0,21.9,21.2,2.0,0.98,35.32,11.51,10.97,0,18.4,8.1,21.6,0.00,0%,,,0,0,100,,48,0,,,,,
Malik Monk,,,SG,CHA,vs ORL,20th,110.50,4500,6.4,48.1,21.0,2.1,0.95,34.12,14.03,11.90,10.62,24.0,10.1,22.1,27.25,0%,B,C,24.56,24.56,100,,43,5.5,,9,,3.50,0.8
Tyler Herro,,,PG/SG,MIA,vs MIN,3rd,118.00,4500,5.3,41.1,28.2,3.4,0.92,33.20,9.50,10.24,6,23.2,13.1,30.6,22.75,0%,D,D,18.53,18.53,100,,64,4.1,,29,,39.75,8.8
Montrezl Harrell,,,C,LAL,@ POR,29th,108.00,4500,3.7,39.2,25.8,1.1,1.11,39.87,12.41,10.14,5.52,21.1,8.8,23.3,16.00,0%,E,D,17.32,17.32,100,,61,3.8,,,,,
Steven Adams,,,C,NOP,@ PHI,13th,106.25,4400,0,18.3,24.4,1.9,0.88,31.73,10.93,9.15,0,11.8,5.3,27.7,0.00,0%,,,0,0,100,,63,0,,,,,
Seth Curry,,,SG,PHI,vs NOP,8th,117.25,4400,10.2,41.5,21.7,2.7,0.76,27.15,10.26,8.95,8.41,17.1,9.8,28.7,29.50,0%,C,D,21.16,21.16,100,,59,4.8,Y,32,,35.00,8
Caleb Martin,,,SG/SF,CHA,vs ORL,24th,110.50,4400,10,39.4,12.3,1.2,0.80,28.85,12.10,8.42,9.24,17.0,4.9,15.3,27.50,0%,C,D,20.91,20.91,100,,32,4.8,,22,,17.50,4
Isaac Okoro,,,SG/SF,CLE,@ DAL,18th,103.50,4400,7.2,35.5,17.8,1.8,0.56,20.07,7.55,8.09,6.76,13.5,7.6,32.0,32.25,0%,D,D,19.8,19.8,100,,55,4.5,Y,36,,23.75,5.4
Royce O'Neale,,,SF/PF,UTA,vs DEN,13th,109.50,4400,11.5,38.1,22.3,2.5,0.70,25.24,8.30,7.61,7.44,9.3,5.4,31.7,32.25,0%,B,C,22.16,22.16,100,,66,5,Y,28,,13.50,3.1
Cody Martin,,,SF,CHA,vs ORL,21st,110.50,4300,0,17.3,12.3,1.7,0.74,26.58,16.79,8.64,0,12.8,3.7,16.6,0.00,0%,,,0,0,100,,30,0,,,,,
Gary Harris,,,SG/SF,ORL,@ CHA,29th,103.50,4200,4.3,31,18.3,2.1,0.64,22.86,10.54,7.63,6.95,16.5,8.8,28.8,23.75,0%,B,D,21.29,21.29,100,,58,5.1,Y,30,,21.75,5.2
Jaylen Nowell,,,PG/SG,MIN,@ MIA,9th,110.00,4200,0,20.5,16.7,1.6,0.89,31.95,13.28,9.45,0.65,22.1,8.4,18.8,1.75,0%,E,E,1.46,1.46,100,,43,0.3,,7,,1.25,0.3
Enes Kanter,,,C,POR,vs LAL,24th,115.00,4200,2.9,45.6,29.8,1.2,1.19,43.00,12.55,12.19,5.93,17.6,8.0,25.0,17.00,0%,C,D,19.47,19.47,100,,59,4.6,,17,,24.00,5.7
Naji Marshall,,,SG/SF,NOP,@ PHI,12th,106.25,4100,11,54.2,17.6,2.6,0.89,32.10,13.54,12.36,12.22,15.1,5.2,19.7,32.50,0%,A,C,29.16,29.16,100,,30,7.1,Y,27,,21.75,5.3
Shake Milton,,,PG/SG,PHI,vs NOP,8th,117.25,4100,1.8,34,22.0,3.0,0.94,33.90,12.84,9.18,5.97,25.3,10.8,23.4,16.75,0%,D,D,17.19,17.19,100,,58,4.2,,15,,13.50,3.3
Dwight Howard,,,C,PHI,vs NOP,10th,117.25,4100,2.8,37.2,20.9,0.8,1.22,43.71,16.20,9.81,6.64,18.4,4.4,17.2,14.75,0%,C,D,18.85,18.85,100,,53,4.6,,15,,22.25,5.4
Isaiah Thomas,,,PG,NOP,@ PHI,12th,106.25,4100,0,11.6,12.0,1.7,0.75,27.00,6.56,5.79,0,29.4,9.0,16.0,0.00,0%,,,0.00,0.00,100,,52,0,,,,,
Danuel House,,,SF/PF,HOU,@ MIL,29th,108.00,4100,5.1,36,18.9,1.8,0.71,25.34,8.43,8.83,5.8,14.9,7.6,26.8,24.75,0%,E,E,8.24,8.24,100,,53,2,,16,,20.50,5
Taurean Prince,,,SF,CLE,@ DAL,17th,103.50,4100,0,19.2,19.3,1.9,0.88,31.50,10.14,9.58,0,19.9,8.0,22.0,0.00,0%,,,0.00,0.00,100,,50,0,,,,,
Talen Horton-Tucker,,,SF,LAL,@ POR,27th,108.00,4100,0,19.9,18.0,2.6,0.92,33.20,13.06,9.97,0,21.4,7.4,19.5,0.00,0%,,,0,0,100,,45,0,,,,,
Danny Green,,,SF,PHI,vs NOP,9th,117.25,4000,7.7,42.1,22.0,1.7,0.78,28.20,9.28,9.81,7.09,13.5,7.9,28.1,27.50,0%,B,D,20.77,20.77,100,,55,5.2,Y,31,,18.25,4.6
Patrick Williams,,,SF/PF,CHI,vs BOS,14th,111.00,4000,8.7,35.8,19.9,1.4,0.71,25.44,8.45,7.74,6.4,15.2,7.5,28.1,27.25,0%,C,D,18.76,18.76,100,,61,4.7,Y,27,,19.00,4.8
Alex Caruso,,,PG/SG,LAL,@ POR,28th,108.00,4000,12.6,33.6,16.2,2.6,0.78,28.07,8.73,5.99,6.55,14.3,5.0,20.8,27.00,0%,A,C,24.9,24.9,100,,63,6.2,Y,35,,29.00,7.3
Armoni Brooks,,,PG,HOU,@ MIL,24th,108.00,3900,10.9,42,15.7,1.1,0.68,24.44,10.19,8.88,9.84,17.6,8.0,23.1,34.75,0%,A,C,25.26,25.26,100,,43,6.5,,34,,40.75,10.4
Mitchell Robinson,,,C,NYK,@ PHX,15th,105.50,3900,0,15.4,24.2,0.5,0.88,31.68,8.72,7.71,0,11.9,5.7,27.5,0.00,0%,,,0,0,100,,68,0,,,,,
Rudy Gay,,,SF/PF,SAS,@ SAC,7th,113.75,3900,11.1,38.8,22.3,1.4,1.03,37.30,10.52,7.92,6.28,23.3,9.9,21.6,21.50,0%,B,D,20.79,20.79,100,,64,5.3,,23,,27.75,7.1
Cody Zeller,,,C,CHA,vs ORL,20th,110.50,3800,0.4,33.5,21.9,1.8,1.08,38.74,11.28,9.45,4.23,19.1,6.6,20.3,13.50,0%,D,D,16.01,16.01,100,,57,4.2,,16,,16.75,4.4
Dean Wade,,,PF/C,CLE,@ DAL,18th,103.50,3800,10.5,46.1,13.1,1.1,0.73,26.41,15.25,10.16,14.4,13.5,4.6,17.9,34.00,0%,A,C,22.25,22.25,100,,22,5.9,Y,30,,15.50,4.1
Cameron Johnson,,,SF/PF,PHX,vs NYK,5th,111.50,3800,0,12.4,18.3,1.4,0.77,27.46,9.72,6.18,0,17.3,8.0,23.9,0.00,0%,C,D,0,0,100,,66,0,,,,,
Kentavious Caldwell-Pope,,,SG,LAL,@ POR,25th,108.00,3800,9.3,38.6,18.2,1.7,0.65,23.58,9.50,8.37,8.44,14.3,7.5,27.8,32.00,0%,A,D,21.68,21.68,100,,54,5.7,Y,38,,31.00,8.2
Ben McLemore,,,SG/SF,LAL,@ POR,25th,108.00,3800,0.7,30.8,13.3,0.8,0.78,28.17,12.61,8.60,6.48,21.1,7.0,17.0,18.50,0%,E,E,14.15,14.15,100,,35,3.7,,23,,14.00,3.7
Lonnie Walker IV,,,PG/SG,SAS,@ SAC,7th,113.75,3800,6.6,39.5,18.5,1.6,0.74,26.49,9.55,9.39,7.03,20.3,10.0,25.1,26.50,0%,A,D,21.26,21.26,100,,49,5.6,Y,33,,22.25,5.9
Denzel Valentine,,,SG/SF,CHI,vs BOS,17th,111.00,3700,0,26.7,14.8,1.7,0.88,31.62,14.05,8.98,3.71,19.9,6.8,16.9,9.50,0%,E,E,4.14,4.14,100,,39,1.1,,2,,3.50,0.9
Dwight Powell,,,C,DAL,vs CLE,1st,113.50,3700,9.2,41.2,13.7,0.9,0.87,31.32,13.82,9.16,9.79,13.0,3.3,15.8,25.50,0%,A,D,21.2,21.2,100,,33,5.7,,22,,18.50,5
Austin Rivers,,,PG/SG,DEN,@ UTA,23rd,105.50,3700,7.8,42.8,15.5,2.2,0.69,24.76,11.89,10.00,10.57,15.4,6.5,22.5,32.00,0%,B,D,19.6,19.6,100,,35,5.3,,27,,28.00,7.6
Jae Crowder,,,SF/PF,PHX,vs NYK,5th,111.50,3700,5.7,34.9,22.2,2.1,0.81,29.10,9.95,8.34,5.87,15.8,8.1,27.5,21.25,0%,D,D,15.6,15.6,100,,62,4.2,,23,,30.00,8.1
Devontae Cacok,,,PF/C,LAL,@ POR,29th,108.00,3700,0,9.9,5.0,0.1,1.02,36.29,19.36,4.96,0,16.7,1.5,4.9,0.00,0%,E,E,1.68,1.68,100,,1,0.5,,,,,
Carmelo Anthony,,,PF,POR,vs LAL,22nd,115.00,3700,7.1,39.3,23.0,1.5,0.93,33.58,10.27,9.20,6.49,23.4,11.4,24.6,22.75,0%,B,D,19.86,19.86,100,,60,5.4,,18,,3.50,0.9
Payton Pritchard,,,PG,BOS,@ CHI,2nd,115.00,3600,0,31.3,15.1,1.8,0.78,28.17,12.07,9.07,5.45,16.5,6.2,19.3,16.25,0%,E,E,13.72,13.72,100,,40,3.8,,11,,3.50,1
Jaden McDaniels,,,PF,MIN,@ MIA,8th,110.00,3600,0,16.1,16.4,1.1,0.68,24.57,24.48,8.04,0,13.7,5.8,24.0,0.00,0%,,,0,0,100,,51,0,,,,,
Naz Reid,,,PF/C,MIN,@ MIA,9th,110.00,3600,9.4,43.4,21.5,1.0,1.12,40.23,13.94,9.72,7.84,22.8,8.3,19.2,20.25,0%,A,D,20.82,20.82,100,,55,5.8,,18,,14.00,3.9
Sterling Brown,,,SG/SF,HOU,@ MIL,30th,108.00,3600,0,17.7,18.3,1.4,0.76,27.33,10.57,8.86,0,13.4,6.5,24.1,0.00,0%,,,0,0,100,,52,0,,,,,
Pat Connaughton,,,SF,MIL,vs HOU,22nd,125.00,3600,7.3,34,17.2,1.2,0.75,27.06,10.21,7.63,6.38,11.9,5.6,22.9,22.50,0%,E,E,14.06,14.06,100,,56,3.9,,28,,21.25,5.9
Georges Niang,,,PF,UTA,vs DEN,13th,109.50,3600,6.3,33.8,12.0,0.8,0.78,28.08,13.15,7.85,8.86,16.4,5.4,15.3,24.25,0%,A,D,19.97,19.97,100,,35,5.5,Y,24,,21.00,5.8
Alec Burks,,,SF,NYK,@ PHX,13th,105.50,3600,0,19.7,23.4,2.2,0.92,33.32,10.12,9.84,0,20.4,9.9,25.3,0.00,0%,,,0,0,100,,58,0,,,,,
Maurice Harkless,,,SF/PF,SAC,vs SAS,11th,109.75,3600,6.8,38.2,11.6,1.0,0.57,20.39,11.07,8.97,9.07,10.5,4.0,20.5,29.50,0%,D,D,16.18,16.18,100,,23,4.5,Y,39,,29.25,8.1
Jaxson Hayes,,,C,NOP,@ PHI,13th,106.25,3500,12.5,37.2,13.9,0.5,0.91,32.86,12.55,7.05,8.11,14.6,3.9,15.2,23.25,0%,A,C,23.31,23.31,100,,49,6.7,,24,,41.00,11.7
Tomas Satoransky,,,PG,CHI,vs BOS,17th,111.00,3500,3.3,31.3,19.7,4.8,0.86,30.81,9.92,7.99,4.75,15.5,5.8,23.0,17.25,0%,C,D,16.19,16.19,100,,59,4.6,,13,,13.25,3.8
Sindarius Thornwell,,,SG,ORL,@ CHA,29th,103.50,3500,8,18.5,3.3,0.3,0.52,18.47,26.26,3.00,12.22,15.3,1.7,6.3,16.75,0%,E,E,9.15,9.15,100,,9,2.6,,14,,7.50,2.1
Juan Hernangomez,,,SF/PF,MIN,@ MIA,8th,110.00,3500,6,41.6,14.9,0.6,0.86,31.01,15.35,10.16,10.77,17.8,5.8,17.3,25.25,0%,A,D,21.15,21.15,100,,32,6,,24,,14.25,4.1
Immanuel Quickley,,,PG/SG,NYK,@ PHX,13th,105.50,3500,0,21.1,19.5,2.1,0.99,35.80,12.73,10.54,0,25.5,9.2,19.6,0.00,0%,,,0,0,100,,46,0,,,,,
Taj Gibson,,,PF/C,NYK,@ PHX,16th,105.50,3500,3.1,32.2,16.4,0.7,0.80,28.68,11.58,8.33,5.63,10.1,3.4,20.6,17.50,0%,D,D,15.55,15.55,100,,49,4.4,,25,,25.00,7.1
Torrey Craig,,,PF,PHX,vs NYK,5th,111.50,3500,1.8,33.5,13.5,0.9,0.88,31.59,14.36,9.06,7.88,13.5,4.3,15.4,19.75,0%,A,D,20.16,20.16,100,,33,5.8,Y,29,,19.50,5.6
Garrett Temple,,,SG/SF,CHI,vs BOS,17th,111.00,3400,4.4,31.5,17.2,2.2,0.63,22.93,9.27,7.76,5.6,13.6,7.0,27.1,21.75,0%,D,E,13.61,13.61,100,,55,4,,29,,12.00,3.5
Anthony Lamb,,,SF/PF,HOU,@ MIL,29th,108.00,3400,10.3,44.8,9.3,0.5,0.69,24.73,21.21,9.85,20.92,16.2,4.5,13.5,35.50,0%,A,C,29.64,29.64,100,,0,8.7,Y,35,,27.00,7.9
Bryn Forbes,,,PG/SG,MIL,vs HOU,25th,125.00,3400,0.6,29.8,14.6,0.6,0.74,26.75,12.11,8.34,5.89,18.4,7.7,19.6,17.50,0%,C,D,16.53,16.53,100,,43,4.9,,18,,17.75,5.2
Maxi Kleber,,,PF/C,DAL,vs CLE,1st,113.50,3400,0,14.9,18.6,1.3,0.68,24.67,8.87,7.44,0,10.7,5.5,27.2,0.00,0%,,,0,0,100,,60,0,,,,,
Paul Millsap,,,PF/C,DEN,@ UTA,25th,105.50,3400,9.2,36.1,20.5,1.7,0.98,35.24,13.48,7.70,7.96,18.7,7.1,20.9,21.25,0%,A,C,23.61,23.61,100,,62,6.9,Y,26,,25.75,7.6
Marc Gasol,,,C,LAL,@ POR,22nd,108.00,3400,0,25.7,16.5,2.0,0.87,31.46,13.90,8.04,4.05,12.2,3.9,18.9,10.50,0%,E,E,6.1,6.1,100,,51,1.8,,23,,19.50,5.7
Devin Vassell,,,SG/SF,SAS,@ SAC,6th,113.75,3400,7.2,32.9,12.4,0.9,0.73,26.56,10.06,7.33,6.01,13.9,4.7,16.9,21.50,0%,C,D,16.71,16.71,100,,41,4.9,,15,,11.50,3.4
James Johnson,,,SF/PF,NOP,@ PHI,9th,106.25,3300,14,47.9,16.9,1.9,0.85,30.71,14.04,9.68,11.41,15.9,6.1,19.8,29.25,0%,A,C,27.17,27.17,100,,43,8.2,Y,26,,20.00,6.1
Matisse Thybulle,,,SF,PHI,vs NOP,10th,117.25,3300,5.5,30.8,13.6,1.0,0.67,24.00,11.06,7.24,6.37,9.7,3.9,20.4,20.75,0%,D,E,14.56,14.56,100,,47,4.4,,14,,3.50,1.1
Aaron Nesmith,,,SF,BOS,@ CHI,3rd,115.00,3300,1.2,31,9.3,0.4,0.67,24.21,14.91,8.51,7.97,14.8,3.5,13.8,19.25,0%,D,E,14.43,14.43,100,,8,4.4,,13,,11.75,3.6
Adam Mokoka,,,PG,CHI,vs BOS,17th,111.00,3300,0,9.4,2.9,0.4,0.64,23.50,18.77,4.68,0,19.4,1.5,4.5,0.00,0%,,,0.00,0.00,100,,0,0,,,,,
Brad Wanamaker,,,PG/SG,CHA,vs ORL,20th,110.50,3300,6.4,31.3,13.2,2.8,0.77,27.75,11.20,7.12,6.46,16.8,5.0,17.1,20.75,0%,B,D,16.59,16.59,100,,46,5,,21,,13.75,4.2
Jarred Vanderbilt,,,PF/C,MIN,@ MIA,9th,110.00,3300,11.6,46.1,16.9,1.2,0.98,35.24,14.68,9.86,10.3,11.8,3.5,17.3,25.25,0%,A,D,21.75,21.75,100,,42,6.6,Y,36,,37.25,11.3
Dewayne Dedmon,,,C,MIA,vs MIN,2nd,118.00,3300,2.8,26.3,18.3,0.6,1.39,50.09,18.50,6.70,6.17,21.3,4.3,13.2,12.00,0%,E,E,13.18,13.18,100,,63,4,,15,,9.50,2.9
DaQuan Jeffries,,,SG,HOU,@ MIL,30th,108.00,3300,14.5,42.3,8.4,0.5,0.58,21.13,13.78,7.96,14.55,10.6,3.5,14.4,38.00,0%,A,C,24.72,24.72,100,,5,7.5,Y,32,,21.50,6.5
Willie Cauley-Stein,,,C,DAL,vs CLE,1st,113.50,3300,6.2,37.1,14.2,0.7,0.82,29.46,11.77,8.84,6.21,12.4,3.5,17.3,19.00,0%,B,D,17.52,17.52,100,,38,5.3,Y,23,,20.00,6.1
Monte Morris,,,PG/SG,DEN,@ UTA,26th,105.50,3300,0,13.6,20.0,3.2,0.77,27.54,8.47,6.79,0,16.5,8.3,26.1,0.00,0%,,,0.00,0.00,100,,66,0,,,,,
Elfrid Payton,,,PG,NYK,@ PHX,15th,105.50,3300,8.7,40.5,21.8,3.4,0.89,32.03,9.57,9.06,5.98,23.4,10.5,24.5,22.50,0%,A,D,20.57,20.57,100,,58,6.2,Y,18,,12.00,3.6
Drew Eubanks,,,C,SAS,@ SAC,7th,113.75,3300,1.4,32.3,14.8,0.8,1.05,37.77,12.10,8.82,4.29,18.3,3.8,14.1,12.75,0%,D,E,14.6,14.6,100,,40,4.4,,13,,10.75,3.3
Tyrese Maxey,,,PG/SG,PHI,vs NOP,9th,117.25,3200,0,32.6,13.0,1.8,0.88,31.58,13.75,10.82,4.49,22.8,6.8,14.8,11.75,0%,E,E,9.87,9.87,100,,17,3.1,,,,,
Wesley Iwundu,,,SF/PF,NOP,@ PHI,12th,106.25,3200,0.8,20.4,6.8,0.4,0.51,18.32,15.05,5.61,5.96,12.2,2.5,13.3,14.25,0%,E,E,8.45,8.45,100,,18,2.6,,22,,9.75,3
Bismack Biyombo,,,C,CHA,vs ORL,20th,110.50,3200,6.7,33.6,15.9,1.3,0.77,27.59,8.90,7.69,5.07,11.6,3.7,20.7,20.50,0%,B,D,17.53,17.53,100,,52,5.5,Y,32,,33.75,10.5
Chasson Randle,,,PG,ORL,@ CHA,29th,103.50,3200,2.4,29.4,11.9,1.8,0.60,21.64,10.74,7.71,6.94,15.8,5.4,19.9,23.25,0%,C,D,15.01,15.01,100,,35,4.7,,22,,20.50,6.4
Avery Bradley,,,SG/SF,HOU,@ MIL,30th,108.00,3200,0,11.3,13.5,1.7,0.61,21.84,8.29,5.63,0,15.0,6.3,22.3,0.00,0%,,,0,0,100,,58,0,,,,,
Tyler Bey,,,SF/PF,DAL,vs CLE,1st,113.50,3200,0,5.7,2.8,0.2,0.74,26.45,16.06,2.58,0.33,17.2,1.4,3.8,0.75,0%,,,0.56,0.56,100,,8,0.2,,2,,2.75,0.9
Shaquille Harrison,,,PG/SF,DEN,@ UTA,23rd,105.50,3200,14.1,33.5,5.3,0.5,0.68,24.61,17.59,5.54,11.12,17.4,2.0,7.8,22.75,0%,D,E,13.67,13.67,100,,0,4.3,,16,,13.00,4.1
Ersan Ilyasova,,,PF/C,UTA,vs DEN,13th,109.50,3200,0,24,8.6,0.3,0.97,34.79,18.89,10.28,1.84,17.9,3.1,8.9,3.50,0%,E,E,4.27,4.27,100,,0,1.3,,6,,6.25,2
Cameron Payne,,,PG,PHX,vs NYK,6th,111.50,3200,3.4,34.2,17.5,3.5,1.00,36.07,11.53,8.80,5.36,18.8,6.2,17.5,16.75,0%,B,D,17.42,17.42,100,,50,5.4,,21,,25.75,8
Markieff Morris,,,PF,LAL,@ POR,29th,108.00,3200,0.8,31.8,15.6,1.2,0.78,28.01,11.28,8.84,5.48,15.6,6.2,20.0,17.50,0%,C,E,14.76,14.76,100,,43,4.6,,10,,9.50,3
Tre Jones,,,PG,SAS,@ SAC,7th,113.75,3200,0,9.8,4.3,0.8,0.68,24.16,17.28,4.89,0,19.4,1.9,6.3,0.00,0%,E,E,1.19,1.19,100,,0,0.4,,,,,
Al-Farouq Aminu,,,SF/PF,CHI,vs BOS,14th,111.00,3100,0,21,14.5,1.3,0.77,27.79,10.96,9.53,0.76,13.4,4.3,18.8,2.50,0%,,,0.91,0.91,100,,34,0.3,,,,,
Nick Richards,,,C,CHA,vs ORL,20th,110.50,3100,0,3.4,1.7,0.1,0.49,17.69,19.80,1.68,0,11.5,0.5,3.5,0.00,0%,,,0.85,0.85,100,,1,0.3,,,,,
Andre Iguodala,,,SF/PF,MIA,vs MIN,3rd,118.00,3100,5.9,30.8,15.3,2.2,0.71,25.68,10.69,7.10,6.24,11.3,4.1,21.4,21.00,0%,C,E,14.18,14.18,100,,54,4.6,,17,,11.00,3.5
D.J. Wilson,,,C,HOU,@ MIL,27th,108.00,3100,0,17.7,11.9,0.7,0.96,34.51,10.12,8.85,0,20.1,4.8,12.4,0.00,0%,,,0,0,100,,26,0,,,,,
Jeff Teague,,,PG,MIL,vs HOU,25th,125.00,3100,0,28.8,13.7,2.4,0.77,27.92,11.84,8.74,3.95,16.3,5.1,17.7,12.00,0%,E,E,7.72,7.72,100,,36,2.5,,8,,4.00,1.3
Boban Marjanovic,,,C,DAL,vs CLE,1st,113.50,3100,0,21.2,11.6,0.3,1.29,46.21,19.77,9.74,0.69,23.9,4.0,9.0,1.25,0%,E,E,2.81,2.81,100,,16,0.9,,2,,1.25,0.4
Isaiah Hartenstein,,,C,CLE,@ DAL,18th,103.50,3100,3.8,38.8,13.8,1.2,1.15,41.34,14.08,10.01,6.26,19.1,3.6,12.0,16.00,0%,A,D,19.19,19.19,100,,27,6.2,,13,,8.50,2.7
JaMychal Green,,,PF,DEN,@ UTA,25th,105.50,3100,5.8,34.4,17.5,0.8,0.93,33.35,14.73,8.19,8.59,18.7,6.4,18.9,21.00,0%,B,D,16.27,16.27,100,,53,5.2,,21,,12.00,3.9
Trent Forrest,,,SG,UTA,vs DEN,14th,109.50,3100,3.1,26.8,5.9,1.4,0.70,25.39,19.95,6.75,9.98,12.7,1.7,8.4,18.00,0%,D,E,12.92,12.92,100,,0,4.2,,16,,16.25,5.2
Dario Saric,,,PF/C,PHX,vs NYK,7th,111.50,3100,4.7,32.3,16.8,1.3,0.98,35.16,14.23,7.87,6.92,22.7,6.8,17.2,17.50,0%,C,E,14.73,14.73,100,,53,4.8,,6,,0.00,
Anfernee Simons,,,PG/SG,POR,vs LAL,23rd,115.00,3100,2.2,33.7,14.4,1.4,0.86,30.77,13.64,9.00,7.77,19.2,6.4,16.8,20.50,0%,C,E,14.75,14.75,100,,38,4.8,,20,,9.75,3.1
Luka Samanic,,,PF,SAS,@ SAC,6th,113.75,3100,0,18,8.1,0.5,0.82,29.43,18.40,8.15,1.02,15.3,3.3,9.9,2.00,0%,E,E,2.33,2.33,100,,0,0.8,,,,,
Paul Reed,,,PF,PHI,vs NOP,12th,117.25,3000,0,15.4,7.3,0.3,1.14,41.23,24.83,7.68,0,21.3,2.6,6.4,0.00,0%,E,E,2.45,2.45,100,,0,0.8,,,,,
